,ticker,url
436,CBOE,https://fortune.com/company/cboe-global-markets/fortune500/
437,LNT,https://fortune.com/company/alliant-energy/fortune500/
438,PANW,https://fortune.com/company/palo-alto-networks/fortune500/
439,SPR,https://fortune.com/company/spirit-aerosystems-holdings/fortune500/
440,PLXS,https://fortune.com/company/plexus/fortune500/
441,FHN,https://fortune.com/company/first-horizon-national-corp/fortune500/
442,TTC,https://fortune.com/company/toro/fortune500/
443,PNW,https://fortune.com/company/pinnacle-west-capital/fortune500/
444,PENN,https://fortune.com/company/penn-national-gaming/fortune500/
445,DAR,https://fortune.com/company/darling-ingredients/fortune500/
446,ALK,https://fortune.com/company/alaska-air-group/fortune500/
447,SAFM,https://fortune.com/company/sanderson-farms/fortune500/
448,GVA,https://fortune.com/company/granite-construction/fortune500/
449,PBI,https://fortune.com/company/pitney-bowes/fortune500/
450,BKD,https://fortune.com/company/brookdale-senior-living/fortune500/
451,CIEN,https://fortune.com/company/ciena/fortune500/
452,SBH,https://fortune.com/company/sally-beauty-holdings/fortune500/
453,TKR,https://fortune.com/company/timken/fortune500/
454,SCI,https://fortune.com/company/service-corp-international/fortune500/
455,HUBG,https://fortune.com/company/hub-group/fortune500/
456,AR,https://fortune.com/company/antero-resources/fortune500/
457,PRIM,https://fortune.com/company/primoris-services/fortune500/
458,AWK,https://fortune.com/company/american-water-works/fortune500/
459,HOLX,https://fortune.com/company/hologic/fortune500/
460,AEO,https://fortune.com/company/american-eagle-outfitters/fortune500/
461,FLS,https://fortune.com/company/flowserve/fortune500/
462,NAVI,https://fortune.com/company/navient/fortune500/
463,SCS,https://fortune.com/company/steelcase/fortune500/
464,TWTR,https://fortune.com/company/twitter/fortune500/
465,GTS,https://fortune.com/company/triple-s-management/fortune500/
466,BCO,https://fortune.com/company/brinks/fortune500/
467,SNPS,https://fortune.com/company/synopsys/fortune500/
468,TPX,https://fortune.com/company/tempur-sealy-international/fortune500/
469,LII,https://fortune.com/company/lennox-international/fortune500/
470,LVS,https://fortune.com/company/las-vegas-sands/fortune500/
471,SCSC,https://fortune.com/company/scansource/fortune500/
472,PSN,https://fortune.com/company/parsons/fortune500/
473,GENN,https://fortune.com/company/genesis-healthcare/fortune500/
474,DLR,https://fortune.com/company/digital-realty-trust/fortune500/
475,DBD,https://fortune.com/company/diebold-nixdorf/fortune500/
476,MDC,https://fortune.com/company/mdc-holdings/fortune500/
477,ENLC,https://fortune.com/company/enlink-midstream/fortune500/
478,NLOK,https://fortune.com/company/symantec/fortune500/
479,CNO,https://fortune.com/company/cno-financial-group/fortune500/
480,SF,https://fortune.com/company/stifel-financial/fortune500/
481,VTR,https://fortune.com/company/ventas/fortune500/
